CheckInID,MemberID,ClassID,CheckInDate,DurationMinutes
CHK04579,MB0180,C03,2024-08-26,90
CHK04580,MB0314,C02,2024-08-21,45
CHK04581,MB0146,C03,2024-07-17,75
CHK04582,MB0704,C03,2024-04-02,60
CHK04583,MB0424,C08,2024-07-16,60
CHK04584,MB0012,C05,2024-02-06,90
CHK04585,MB0535,C02,2024-05-04,75
CHK04586,MB0164,C03,2024-08-17,90
CHK04587,MB0141,C01,2024-03-16,45
CHK04588,MB0203,C02,2024-05-29,60
CHK04589,MB0714,C01,2024-12-22,75
CHK04590,MB0148,C01,2024-08-25,30
CHK04591,MB0040,C04,2024-05-21,90
CHK04592,MB0449,C08,2024-10-18,45
CHK04593,MB0468,C07,2024-04-20,45
CHK04594,MB0584,C01,2024-11-01,30
CHK04595,MB0260,C05,2024-06-19,60
CHK04596,MB0114,C06,2024-08-09,75
CHK04597,MB0452,C02,2024-06-14,45
CHK04598,MB0686,C07,2024-04-21,45
CHK04599,MB0462,C07,2024-10-02,90
CHK04600,MB0656,C07,2024-10-20,90
CHK04601,MB0046,C08,2024-12-16,60
CHK04602,MB0295,C06,2024-06-16,45
CHK04603,MB0374,C03,2024-12-23,60
CHK04604,MB0613,C08,2024-03-17,75
CHK04605,MB0404,C07,2024-10-25,60
CHK04606,MB0066,C05,2024-08-26,45
CHK04607,MB0108,C06,2024-12-21,45
CHK04608,MB0434,C08,2024-06-10,75
CHK04609,MB0698,C06,2024-04-14,30
CHK04610,MB0081,C08,2024-04-18,30
CHK04611,MB0776,C04,2024-12-21,45
CHK04612,MB0033,C06,2024-03-11,45
CHK04613,MB0345,C03,2024-04-13,30
CHK04614,MB0799,C06,2024-10-06,45
CHK04615,MB0048,C01,2024-08-29,75
CHK04616,MB0169,C04,2024-04-05,75
CHK04617,MB0606,C02,2024-07-03,45
CHK04618,MB0324,C06,2024-11-14,60
CHK04619,MB0372,C06,2024-07-05,90
CHK04620,MB0388,C02,2024-12-19,60
CHK04621,MB0369,C08,2024-04-15,60
CHK04622,MB0228,C07,2024-10-15,90
CHK04623,MB0145,C01,2024-11-29,75
CHK04624,MB0553,C03,2024-05-12,60
CHK04625,MB0342,C04,2024-05-28,45
CHK04626,MB0687,C07,2024-03-24,75
CHK04627,MB0363,C05,2024-07-02,45
CHK04628,MB0634,C04,2024-08-19,90
CHK04629,MB0308,C07,2024-12-09,30
CHK04630,MB0193,C07,2024-04-14,60
CHK04631,MB0343,C04,2024-06-05,90
CHK04632,MB0785,C08,2024-10-07,75
CHK04633,MB0069,C03,2024-11-26,60
CHK04634,MB0578,C07,2024-06-15,30
CHK04635,MB0482,C03,2024-09-27,30
CHK04636,MB0447,C06,2024-12-28,45
CHK04637,MB0433,C07,2024-12-05,90
CHK04638,MB0195,C03,2024-06-14,75
CHK04639,MB0599,C07,2024-10-02,45
CHK04640,MB0488,C01,2024-11-09,60
CHK04641,MB0255,C05,2024-05-13,90
CHK04642,MB0105,C08,2024-10-19,60
CHK04643,MB0423,C07,2024-06-30,30
CHK04644,MB0201,C07,2024-07-19,90
CHK04645,MB0596,C05,2024-05-01,60
CHK04646,MB0279,C05,2024-02-07,90
CHK04647,MB0718,C07,2024-06-25,30
CHK04648,MB0277,C01,2024-08-25,75
CHK04649,MB0102,C04,2024-03-11,90
CHK04650,MB0661,C08,2024-07-28,75
CHK04651,MB0380,C03,2024-01-13,30
CHK04652,MB0595,C05,2024-09-06,45
CHK04653,MB0380,C01,2024-12-13,75
CHK04654,MB0511,C02,2024-05-29,30
CHK04655,MB0543,C01,2024-04-02,75
CHK04656,MB0413,C03,2024-10-01,30
CHK04657,MB0562,C07,2024-05-28,45
CHK04658,MB0527,C07,2024-01-30,30
CHK04659,MB0668,C01,2024-01-25,45
CHK04660,MB0301,C06,2024-02-26,60
CHK04661,MB0430,C08,2024-07-30,45
CHK04662,MB0728,C01,2024-12-16,45
CHK04663,MB0026,C08,2024-12-07,30
CHK04664,MB0432,C04,2024-09-08,75
CHK04665,MB0302,C02,2024-05-17,45
CHK04666,MB0275,C05,2024-10-27,30
CHK04667,MB0508,C02,2024-05-19,30
CHK04668,MB0044,C08,2024-04-14,30
CHK04669,MB0272,C03,2024-08-01,60
CHK04670,MB0172,C04,2024-03-05,75
CHK04671,MB0015,C01,2024-02-18,30
CHK04672,MB0322,C04,2024-04-20,30
CHK04673,MB0218,C03,2024-06-14,60
CHK04674,MB0683,C02,2024-12-31,45
CHK04675,MB0508,C06,2024-03-19,75
CHK04676,MB0487,C08,2024-08-03,30
CHK04677,MB0012,C01,2024-06-10,45
CHK04678,MB0366,C04,2024-01-21,45
CHK04679,MB0099,C06,2024-11-13,75
CHK04680,MB0721,C06,2024-02-05,75
CHK04681,MB0001,C08,2024-05-31,60
CHK04682,MB0444,C05,2024-03-03,75
CHK04683,MB0142,C07,2024-09-08,90
CHK04684,MB0248,C08,2024-01-07,45
CHK04685,MB0024,C04,2024-05-04,75
CHK04686,MB0177,C04,2024-10-14,75
CHK04687,MB0579,C01,2024-05-05,60
CHK04688,MB0329,C02,2024-02-23,75
CHK04689,MB0171,C06,2024-06-16,30
CHK04690,MB0127,C02,2024-12-30,60
CHK04691,MB0526,C07,2024-12-30,60
CHK04692,MB0490,C01,2024-07-11,30
CHK04693,MB0022,C06,2024-10-26,45
CHK04694,MB0645,C08,2024-05-03,45
CHK04695,MB0466,C04,2024-06-27,75
CHK04696,MB0439,C05,2024-05-20,30
CHK04697,MB0548,C04,2024-11-17,60
CHK04698,MB0513,C02,2024-07-02,30
CHK04699,MB0320,C03,2024-08-10,45
CHK04700,MB0775,C08,2024-05-15,30
CHK04701,MB0390,C03,2024-01-11,60
CHK04702,MB0031,C01,2024-07-31,30
CHK04703,MB0013,C07,2024-12-04,30
CHK04704,MB0397,C02,2024-01-10,90
CHK04705,MB0516,C08,2024-06-20,90
CHK04706,MB0582,C02,2024-09-10,45
CHK04707,MB0771,C01,2024-01-01,45
CHK04708,MB0539,C02,2024-08-11,30
CHK04709,MB0416,C04,2024-12-15,75
CHK04710,MB0561,C05,2024-10-07,60
CHK04711,MB0037,C07,2024-09-23,90
CHK04712,MB0098,C01,2024-10-26,75
CHK04713,MB0415,C02,2024-05-23,60
CHK04714,MB0243,C01,2024-01-07,30
CHK04715,MB0727,C06,2024-06-08,75
CHK04716,MB0758,C06,2024-04-04,75
CHK04717,MB0305,C03,2024-04-16,30
CHK04718,MB0576,C03,2024-04-24,30
CHK04719,MB0103,C02,2024-10-23,60
CHK04720,MB0100,C07,2024-06-28,30
CHK04721,MB0365,C04,2024-01-29,30
CHK04722,MB0540,C06,2024-01-03,75
CHK04723,MB0128,C01,2024-01-17,60
CHK04724,MB0516,C03,2024-01-27,30
CHK04725,MB0158,C04,2024-12-22,45
CHK04726,MB0509,C01,2024-10-12,60
CHK04727,MB0798,C04,2024-03-06,75
CHK04728,MB0030,C05,2024-08-22,90
CHK04729,MB0010,C06,2024-08-12,75
CHK04730,MB0630,C06,2024-08-04,45
CHK04731,MB0246,C07,2024-12-15,30
CHK04732,MB0422,C05,2024-12-01,90
CHK04733,MB0654,C05,2024-01-23,60
CHK04734,MB0137,C08,2024-12-09,30
CHK04735,MB0379,C04,2024-02-17,60
CHK04736,MB0059,C01,2024-04-19,60
CHK04737,MB0508,C01,2024-08-13,75
CHK04738,MB0008,C06,2024-08-03,75
CHK04739,MB0621,C08,2024-02-17,45
CHK04740,MB0431,C06,2024-01-29,30
CHK04741,MB0646,C02,2024-07-09,45
CHK04742,MB0258,C03,2024-05-29,75
CHK04743,MB0008,C01,2024-09-11,90
CHK04744,MB0746,C05,2024-06-28,75
CHK04745,MB0284,C04,2024-04-23,60
CHK04746,MB0782,C05,2024-09-26,90
CHK04747,MB0494,C02,2024-10-18,75
CHK04748,MB0628,C08,2024-08-15,90
CHK04749,MB0473,C01,2024-03-17,60
CHK04750,MB0677,C02,2024-10-24,90
CHK04751,MB0129,C04,2024-08-04,60
CHK04752,MB0791,C02,2024-10-15,30
CHK04753,MB0004,C06,2024-07-22,75
CHK04754,MB0167,C04,2024-12-28,75
CHK04755,MB0726,C03,2024-05-02,30
CHK04756,MB0276,C04,2024-04-12,45
CHK04757,MB0492,C04,2024-11-05,30
CHK04758,MB0110,C08,2024-10-03,30
CHK04759,MB0291,C05,2024-03-08,60
CHK04760,MB0476,C02,2024-03-16,45
CHK04761,MB0595,C05,2024-06-10,75
CHK04762,MB0293,C05,2024-02-13,75
CHK04763,MB0021,C01,2024-03-22,90
CHK04764,MB0773,C03,2024-10-07,75
CHK04765,MB0445,C08,2024-09-24,45
CHK04766,MB0619,C03,2024-11-16,45
CHK04767,MB0700,C04,2024-11-11,90
CHK04768,MB0423,C08,2024-11-08,30
CHK04769,MB0304,C08,2024-04-24,60
CHK04770,MB0257,C07,2024-10-27,45
CHK04771,MB0603,C05,2024-10-11,30
CHK04772,MB0679,C08,2024-03-08,45
CHK04773,MB0447,C03,2024-01-05,60
CHK04774,MB0688,C04,2024-07-18,90
CHK04775,MB0222,C01,2024-06-29,60
CHK04776,MB0264,C05,2024-11-01,30
CHK04777,MB0017,C07,2024-01-21,75
CHK04778,MB0602,C02,2024-07-04,60
CHK04779,MB0369,C06,2024-03-27,60
CHK04780,MB0565,C03,2024-12-27,45
CHK04781,MB0768,C06,2024-06-25,60
CHK04782,MB0775,C05,2024-07-17,90
CHK04783,MB0345,C05,2024-07-19,90
CHK04784,MB0225,C02,2024-12-25,45
CHK04785,MB0211,C01,2024-07-23,45
CHK04786,MB0752,C05,2024-01-04,75
CHK04787,MB0684,C04,2024-07-06,90
CHK04788,MB0562,C08,2024-03-28,60
CHK04789,MB0423,C04,2024-01-13,75
CHK04790,MB0410,C01,2024-08-25,75
CHK04791,MB0685,C02,2024-01-10,75
CHK04792,MB0109,C08,2024-01-27,45
CHK04793,MB0194,C03,2024-04-25,75
CHK04794,MB0757,C02,2024-02-05,90
CHK04795,MB0592,C07,2024-02-25,75
CHK04796,MB0734,C07,2024-04-25,75
CHK04797,MB0737,C06,2024-07-10,90
CHK04798,MB0296,C06,2024-02-14,45
CHK04799,MB0189,C02,2024-06-02,45
CHK04800,MB0589,C03,2024-04-11,60
CHK04801,MB0608,C06,2024-10-23,30
CHK04802,MB0595,C01,2024-07-22,30
CHK04803,MB0291,C05,2024-02-12,75
CHK04804,MB0700,C05,2024-06-20,45
CHK04805,MB0711,C05,2024-03-14,45
CHK04806,MB0059,C04,2024-09-29,45
CHK04807,MB0639,C04,2024-05-10,30
CHK04808,MB0532,C05,2024-02-03,30
CHK04809,MB0274,C08,2024-03-14,60
CHK04810,MB0734,C07,2024-05-15,75
CHK04811,MB0666,C04,2024-09-13,45
CHK04812,MB0521,C04,2024-10-12,90
CHK04813,MB0415,C02,2024-07-19,60
CHK04814,MB0787,C05,2024-11-06,45
CHK04815,MB0463,C06,2024-06-04,60
CHK04816,MB0641,C07,2024-02-20,30
CHK04817,MB0277,C08,2024-11-05,45
CHK04818,MB0322,C03,2024-03-21,90
CHK04819,MB0496,C07,2024-09-09,75
CHK04820,MB0501,C06,2024-12-31,90
CHK04821,MB0251,C07,2024-06-17,75
CHK04822,MB0580,C02,2024-06-25,75
CHK04823,MB0424,C06,2024-11-05,90
CHK04824,MB0318,C02,2024-11-19,45
CHK04825,MB0799,C04,2024-04-20,90
CHK04826,MB0414,C05,2024-12-26,60
CHK04827,MB0402,C01,2024-08-13,60
CHK04828,MB0568,C04,2024-10-10,60
CHK04829,MB0208,C01,2024-10-08,75
CHK04830,MB0024,C04,2024-10-12,45
CHK04831,MB0453,C02,2024-05-27,90
CHK04832,MB0495,C06,2024-01-30,75
CHK04833,MB0328,C02,2024-07-12,90
CHK04834,MB0505,C05,2024-06-12,90
CHK04835,MB0023,C05,2024-04-09,30
CHK04836,MB0733,C08,2024-03-19,60
CHK04837,MB0088,C03,2024-08-28,30
CHK04838,MB0058,C01,2024-06-21,90
CHK04839,MB0130,C06,2024-06-01,30
CHK04840,MB0143,C03,2024-04-21,60
CHK04841,MB0404,C04,2024-03-22,90
CHK04842,MB0463,C01,2024-04-17,30
CHK04843,MB0337,C02,2024-09-03,60
CHK04844,MB0625,C03,2024-12-03,90
CHK04845,MB0005,C08,2024-04-26,75
CHK04846,MB0447,C04,2024-06-15,30
CHK04847,MB0017,C02,2024-12-21,30
CHK04848,MB0003,C04,2024-07-09,90
CHK04849,MB0418,C02,2024-07-24,75
CHK04850,MB0584,C08,2024-09-06,45
CHK04851,MB0486,C03,2024-11-25,75
CHK04852,MB0328,C05,2024-02-24,45
CHK04853,MB0280,C06,2024-12-15,60
CHK04854,MB0657,C05,2024-12-15,90
CHK04855,MB0382,C08,2024-06-03,30
CHK04856,MB0174,C02,2024-02-03,60
CHK04857,MB0142,C02,2024-11-27,45
CHK04858,MB0720,C04,2024-06-21,90
CHK04859,MB0331,C02,2024-06-06,30
CHK04860,MB0630,C03,2024-05-25,90
CHK04861,MB0271,C08,2024-01-16,75
CHK04862,MB0292,C08,2024-11-18,60
CHK04863,MB0312,C04,2024-11-26,30
CHK04864,MB0054,C03,2024-11-08,45
CHK04865,MB0403,C01,2024-10-25,90
CHK04866,MB0039,C08,2024-07-26,45
CHK04867,MB0731,C05,2024-05-18,30
CHK04868,MB0281,C07,2024-05-03,60
CHK04869,MB0743,C06,2024-10-12,60
CHK04870,MB0330,C01,2024-02-03,45
CHK04871,MB0367,C04,2024-09-11,30
CHK04872,MB0686,C03,2024-09-27,75
CHK04873,MB0634,C08,2024-06-11,60
CHK04874,MB0756,C02,2024-08-08,90
CHK04875,MB0176,C05,2024-11-14,60
CHK04876,MB0190,C08,2024-04-29,60
CHK04877,MB0290,C01,2024-04-27,90
CHK04878,MB0473,C04,2024-05-15,45
CHK04879,MB0021,C06,2024-02-01,60
CHK04880,MB0175,C04,2024-09-30,75
CHK04881,MB0715,C05,2024-04-12,45
CHK04882,MB0245,C07,2024-03-30,90
CHK04883,MB0040,C08,2024-05-29,30
CHK04884,MB0080,C08,2024-09-06,75
CHK04885,MB0567,C02,2024-05-12,75
CHK04886,MB0297,C03,2024-02-28,30
CHK04887,MB0578,C04,2024-06-05,45
CHK04888,MB0392,C06,2024-05-20,90
CHK04889,MB0092,C05,2024-06-17,45
CHK04890,MB0460,C07,2024-07-11,30
CHK04891,MB0727,C06,2024-01-11,30
CHK04892,MB0628,C06,2024-12-17,90
CHK04893,MB0461,C04,2024-04-23,75
CHK04894,MB0173,C08,2024-09-04,45
CHK04895,MB0604,C02,2024-08-04,75
CHK04896,MB0789,C05,2024-11-20,30
CHK04897,MB0514,C02,2024-08-02,30
CHK04898,MB0224,C01,2024-04-18,60
CHK04899,MB0322,C06,2024-06-17,90
CHK04900,MB0671,C05,2024-01-05,75
CHK04901,MB0315,C08,2024-05-23,30
CHK04902,MB0155,C05,2024-08-02,60
CHK04903,MB0605,C06,2024-10-21,45
CHK04904,MB0371,C01,2024-09-14,75
CHK04905,MB0741,C04,2024-07-01,60
CHK04906,MB0417,C04,2024-01-22,45
CHK04907,MB0219,C03,2024-03-07,30
CHK04908,MB0237,C04,2024-05-12,60
CHK04909,MB0696,C05,2024-04-24,60
CHK04910,MB0186,C01,2024-11-02,90
CHK04911,MB0040,C01,2024-12-27,75
CHK04912,MB0297,C07,2024-04-21,75
CHK04913,MB0371,C04,2024-08-13,90
CHK04914,MB0024,C03,2024-03-02,60
CHK04915,MB0086,C01,2024-03-02,45
CHK04916,MB0015,C01,2024-07-29,75
CHK04917,MB0399,C04,2024-09-23,75
CHK04918,MB0192,C04,2024-06-10,60
CHK04919,MB0210,C08,2024-12-29,90
CHK04920,MB0523,C08,2024-02-21,45
CHK04921,MB0346,C01,2024-12-06,60
CHK04922,MB0751,C05,2024-06-12,90
CHK04923,MB0068,C07,2024-07-16,30
CHK04924,MB0064,C05,2024-06-28,30
CHK04925,MB0550,C05,2024-11-24,90
CHK04926,MB0443,C04,2024-02-05,75
CHK04927,MB0261,C03,2024-12-25,30
CHK04928,MB0674,C04,2024-05-10,75
CHK04929,MB0539,C07,2024-07-25,90
CHK04930,MB0701,C03,2024-07-26,45
CHK04931,MB0660,C08,2024-10-12,90
CHK04932,MB0780,C03,2024-03-26,75
CHK04933,MB0591,C02,2024-07-26,75
CHK04934,MB0079,C07,2024-12-05,60
CHK04935,MB0473,C07,2024-11-23,90
CHK04936,MB0799,C02,2024-03-27,75
CHK04937,MB0752,C03,2024-08-17,60
CHK04938,MB0151,C02,2024-05-24,90
CHK04939,MB0602,C03,2024-07-26,60
CHK04940,MB0033,C08,2024-03-09,30
CHK04941,MB0573,C02,2024-03-27,45
CHK04942,MB0378,C06,2024-05-26,45
CHK04943,MB0279,C04,2024-02-09,45
CHK04944,MB0785,C02,2024-09-04,90
CHK04945,MB0489,C01,2024-10-31,30
CHK04946,MB0239,C04,2024-05-19,60
CHK04947,MB0212,C04,2024-04-28,30
CHK04948,MB0349,C02,2024-09-16,60
CHK04949,MB0286,C04,2024-10-09,90
CHK04950,MB0243,C07,2024-04-17,45
CHK04951,MB0312,C05,2024-04-20,30
CHK04952,MB0174,C05,2024-02-29,75
CHK04953,MB0076,C05,2024-03-31,30
CHK04954,MB0173,C07,2024-09-14,45
CHK04955,MB0539,C05,2024-07-06,75
CHK04956,MB0712,C03,2024-12-27,90
CHK04957,MB0195,C05,2024-08-03,60
CHK04958,MB0232,C04,2024-02-11,90
CHK04959,MB0437,C08,2024-08-09,30
CHK04960,MB0045,C04,2024-08-20,60
CHK04961,MB0080,C01,2024-11-24,30
CHK04962,MB0162,C05,2024-06-01,30
CHK04963,MB0791,C02,2024-06-29,90
CHK04964,MB0108,C08,2024-01-04,45
CHK04965,MB0413,C08,2024-05-06,75
CHK04966,MB0308,C01,2024-07-20,30
CHK04967,MB0645,C05,2024-03-05,60
CHK04968,MB0705,C05,2024-10-24,75
CHK04969,MB0382,C01,2024-06-11,90
CHK04970,MB0606,C07,2024-02-29,30
CHK04971,MB0610,C07,2024-10-22,75
CHK04972,MB0530,C04,2024-06-03,60
CHK04973,MB0607,C01,2024-03-22,75
CHK04974,MB0411,C05,2024-01-18,60
CHK04975,MB0128,C04,2024-12-20,60
CHK04976,MB0453,C02,2024-03-08,30
CHK04977,MB0215,C06,2024-09-10,75
CHK04978,MB0577,C07,2024-10-24,90
CHK04979,MB0065,C08,2024-08-23,30
CHK04980,MB0749,C08,2024-08-27,45
CHK04981,MB0721,C01,2024-02-04,90
CHK04982,MB0507,C01,2024-11-08,90
CHK04983,MB0796,C03,2024-10-03,75
CHK04984,MB0231,C08,2024-01-26,60
CHK04985,MB0213,C05,2024-12-04,45
CHK04986,MB0048,C05,2024-07-27,90
CHK04987,MB0154,C03,2024-10-24,75
CHK04988,MB0264,C08,2024-10-25,60
CHK04989,MB0673,C02,2024-05-16,90
CHK04990,MB0300,C02,2024-03-31,90
CHK04991,MB0327,C01,2024-05-22,75
CHK04992,MB0402,C07,2024-03-11,75
CHK04993,MB0312,C05,2024-08-10,75
CHK04994,MB0646,C07,2024-04-17,30
CHK04995,MB0631,C08,2024-07-03,30
CHK04996,MB0409,C08,2024-01-17,60
CHK04997,MB0257,C07,2024-09-06,60
CHK04998,MB0605,C03,2024-06-09,30
CHK04999,MB0400,C08,2024-09-14,60
CHK05000,MB0762,C03,2024-04-01,60
CHK05001,MB0207,C01,2024-11-30,75
CHK05002,MB0724,C02,2024-07-11,75
CHK05003,MB0774,C02,2024-06-01,45
CHK05004,MB0325,C07,2024-01-28,60
CHK05005,MB0612,C04,2024-02-03,30
CHK05006,MB0664,C04,2024-01-03,75
CHK05007,MB0189,C08,2024-02-13,60
CHK05008,MB0257,C08,2024-09-30,45
CHK05009,MB0779,C06,2024-12-13,75
CHK05010,MB0488,C07,2024-05-23,90
CHK05011,MB0200,C02,2024-04-26,75
CHK05012,MB0470,C06,2024-12-06,60
CHK05013,MB0713,C07,2024-11-27,75
CHK05014,MB0255,C03,2024-08-25,75
CHK05015,MB0702,C05,2024-11-26,30
CHK05016,MB0311,C08,2024-02-07,75
CHK05017,MB0634,C06,2024-08-31,60
CHK05018,MB0762,C07,2024-06-05,30
CHK05019,MB0072,C03,2024-06-18,75
CHK05020,MB0493,C08,2024-03-20,45
CHK05021,MB0772,C05,2024-12-05,30
CHK05022,MB0768,C03,2024-01-14,90
CHK05023,MB0345,C01,2024-04-12,90
CHK05024,MB0731,C01,2024-12-19,30
CHK05025,MB0572,C03,2024-02-01,75
CHK05026,MB0464,C06,2024-03-25,90
CHK05027,MB0625,C06,2024-09-07,75
CHK05028,MB0456,C02,2024-12-20,30
CHK05029,MB0241,C04,2024-01-07,90
CHK05030,MB0283,C07,2024-06-01,75
CHK05031,MB0307,C04,2024-12-07,30
CHK05032,MB0321,C07,2024-05-26,30
CHK05033,MB0217,C04,2024-04-25,75
CHK05034,MB0735,C08,2024-02-18,90
CHK05035,MB0642,C06,2024-08-20,60
CHK05036,MB0698,C01,2024-05-22,60
CHK05037,MB0297,C04,2024-03-12,60
CHK05038,MB0255,C04,2024-12-27,75
CHK05039,MB0171,C08,2024-09-23,45
CHK05040,MB0566,C07,2024-03-19,90
CHK05041,MB0405,C02,2024-03-17,45
CHK05042,MB0382,C02,2024-01-28,30
CHK05043,MB0313,C03,2024-10-20,75
CHK05044,MB0375,C03,2024-10-27,75
CHK05045,MB0291,C04,2024-11-22,75
CHK05046,MB0752,C06,2024-12-06,90
CHK05047,MB0592,C07,2024-12-11,60
CHK05048,MB0257,C08,2024-11-07,30
CHK05049,MB0357,C04,2024-11-08,60
CHK05050,MB0539,C04,2024-06-13,60
CHK05051,MB0574,C01,2024-08-18,75
CHK05052,MB0686,C06,2024-04-28,45
CHK05053,MB0626,C08,2024-01-26,45
CHK05054,MB0529,C02,2024-12-22,75
CHK05055,MB0423,C07,2024-09-17,45
CHK05056,MB0200,C08,2024-12-22,75
CHK05057,MB0106,C07,2024-05-12,60
CHK05058,MB0111,C01,2024-10-01,90
CHK05059,MB0082,C07,2024-07-01,75
CHK05060,MB0673,C08,2024-08-13,45
CHK05061,MB0498,C03,2024-10-01,60
CHK05062,MB0069,C01,2024-04-16,60
CHK05063,MB0419,C03,2024-06-22,60
CHK05064,MB0622,C04,2024-11-21,45
CHK05065,MB0480,C04,2024-03-30,30
CHK05066,MB0329,C07,2024-08-12,75
CHK05067,MB0683,C01,2024-03-31,90
CHK05068,MB0702,C03,2024-02-09,75
CHK05069,MB0410,C04,2024-09-04,75
CHK05070,MB0058,C08,2024-03-10,60
CHK05071,MB0198,C05,2024-08-16,75
CHK05072,MB0272,C08,2024-05-10,45
CHK05073,MB0364,C05,2024-08-25,60
CHK05074,MB0055,C04,2024-04-03,90
CHK05075,MB0447,C02,2024-07-19,30
CHK05076,MB0444,C02,2024-07-18,60
CHK05077,MB0190,C05,2024-05-26,75
CHK05078,MB0556,C06,2024-09-12,90
CHK05079,MB0638,C05,2024-07-09,30
CHK05080,MB0557,C03,2024-03-01,45
CHK05081,MB0100,C07,2024-04-09,30
CHK05082,MB0624,C02,2024-03-14,60
CHK05083,MB0751,C01,2024-08-10,60
CHK05084,MB0003,C07,2024-08-15,45
CHK05085,MB0052,C08,2024-01-12,90
CHK05086,MB0579,C01,2024-03-07,75
CHK05087,MB0156,C06,2024-10-28,75
CHK05088,MB0397,C05,2024-10-09,30
CHK05089,MB0330,C01,2024-03-01,75
CHK05090,MB0300,C02,2024-06-05,60
CHK05091,MB0295,C03,2024-08-16,75
CHK05092,MB0680,C07,2024-07-10,75
CHK05093,MB0281,C07,2024-08-08,45
CHK05094,MB0586,C06,2024-05-23,90
CHK05095,MB0659,C02,2024-07-05,60
CHK05096,MB0763,C07,2024-10-18,45
CHK05097,MB0386,C05,2024-08-24,75
CHK05098,MB0076,C03,2024-11-10,30
CHK05099,MB0761,C03,2024-08-12,60
CHK05100,MB0260,C05,2024-03-13,45
CHK05101,MB0751,C04,2024-09-11,90
CHK05102,MB0571,C04,2024-10-16,90
CHK05103,MB0070,C01,2024-10-10,45
CHK05104,MB0740,C04,2024-09-16,60
CHK05105,MB0007,C05,2024-10-16,75
CHK05106,MB0548,C08,2024-11-06,30
CHK05107,MB0335,C03,2024-12-07,75
CHK05108,MB0708,C05,2024-10-12,75
CHK05109,MB0072,C05,2024-12-23,45
CHK05110,MB0658,C06,2024-06-20,60
CHK05111,MB0320,C04,2024-03-18,90
CHK05112,MB0587,C03,2024-05-03,75
CHK05113,MB0486,C01,2024-06-18,45
CHK05114,MB0658,C04,2024-03-02,90
CHK05115,MB0385,C04,2024-09-20,75
CHK05116,MB0605,C01,2024-11-06,75
CHK05117,MB0411,C02,2024-05-20,75
CHK05118,MB0608,C05,2024-05-11,75
CHK05119,MB0316,C03,2024-09-24,60
CHK05120,MB0053,C01,2024-09-16,30
CHK05121,MB0298,C07,2024-06-22,90
CHK05122,MB0421,C02,2024-08-26,60
CHK05123,MB0401,C05,2024-05-12,75
CHK05124,MB0081,C08,2024-04-01,90
CHK05125,MB0107,C08,2024-08-17,90
CHK05126,MB0346,C08,2024-02-19,60
CHK05127,MB0146,C02,2024-12-01,90
CHK05128,MB0741,C07,2024-08-26,45
CHK05129,MB0358,C04,2024-04-16,30
CHK05130,MB0518,C07,2024-10-13,75
CHK05131,MB0399,C05,2024-05-20,60
CHK05132,MB0762,C02,2024-09-26,30
CHK05133,MB0177,C05,2024-06-11,60
CHK05134,MB0003,C02,2024-04-03,75
CHK05135,MB0694,C06,2024-06-03,60
CHK05136,MB0672,C05,2024-04-01,60
CHK05137,MB0176,C06,2024-11-09,90
CHK05138,MB0601,C07,2024-03-15,30
CHK05139,MB0508,C03,2024-06-29,30
CHK05140,MB0219,C06,2024-08-10,45
CHK05141,MB0084,C06,2024-07-04,30
CHK05142,MB0800,C02,2024-10-18,30
CHK05143,MB0261,C02,2024-12-28,90
CHK05144,MB0109,C07,2024-11-22,45
CHK05145,MB0283,C04,2024-12-08,60
CHK05146,MB0529,C04,2024-10-07,30
CHK05147,MB0456,C04,2024-05-23,75
CHK05148,MB0670,C03,2024-11-10,45
CHK05149,MB0518,C05,2024-08-14,90
CHK05150,MB0661,C01,2024-01-12,45
CHK05151,MB0756,C01,2024-01-03,45
CHK05152,MB0600,C03,2024-11-07,90
CHK05153,MB0584,C06,2024-02-05,90
CHK05154,MB0610,C01,2024-05-12,75
CHK05155,MB0415,C02,2024-02-06,45
CHK05156,MB0088,C07,2024-08-07,60
CHK05157,MB0047,C05,2024-06-19,45
CHK05158,MB0005,C08,2024-08-09,45
CHK05159,MB0243,C07,2024-05-24,45
CHK05160,MB0296,C02,2024-02-05,45
CHK05161,MB0787,C08,2024-05-09,75
CHK05162,MB0532,C01,2024-05-10,60
CHK05163,MB0121,C03,2024-01-22,90
CHK05164,MB0022,C02,2024-03-20,30
CHK05165,MB0484,C05,2024-08-11,45
CHK05166,MB0290,C01,2024-03-12,45
CHK05167,MB0476,C04,2024-02-21,90
CHK05168,MB0783,C08,2024-04-30,75
CHK05169,MB0495,C01,2024-05-22,75
CHK05170,MB0439,C03,2024-10-01,75
CHK05171,MB0707,C02,2024-10-05,75
CHK05172,MB0258,C06,2024-11-03,30
CHK05173,MB0265,C05,2024-04-09,60
CHK05174,MB0752,C06,2024-09-04,45
CHK05175,MB0538,C02,2024-06-02,60
CHK05176,MB0377,C07,2024-10-15,45
CHK05177,MB0436,C05,2024-05-31,75
CHK05178,MB0583,C08,2024-09-20,45
CHK05179,MB0171,C07,2024-05-23,60
CHK05180,MB0274,C04,2024-01-24,75
CHK05181,MB0525,C08,2024-10-28,60
CHK05182,MB0500,C02,2024-06-14,30
CHK05183,MB0327,C08,2024-03-09,60
CHK05184,MB0525,C04,2024-01-17,60
CHK05185,MB0088,C02,2024-07-13,45
